Source,source name,source type,mapping type,Target,target name,target type,mapping description
M1031,Network Intrusion Prevention,mitigation,mitigates,T1132,Data Encoding,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,mitigation,mitigates,T1001,Data Obfuscation,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1030,Data Transfer Size Limits,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1602,Data from Configuration Repository,technique,Configure intrusion prevention devices to detect SNMP queries and commands from unauthorized sources.(Citation: US-CERT-TA18-106A)
M1031,Network Intrusion Prevention,mitigation,mitigates,T1102.001,Dead Drop Resolver,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1568.002,Domain Generation Algorithms,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Malware researchers can reverse engineer malware variants that use DGAs and determine future domains that the malware will attempt to contact, but this is a time and resource intensive effort.(Citation: Cybereason Dissecting DGAs)(Citation: Cisco Umbrella DGA Brute Force) Malware is also increasingly incorporating seed values that can be unique for each instance, which would then need to be determined to extract future generated domains. In some cases, the seed that a particular sample uses can be extracted from DNS traffic.(Citation: Akamai DGA Mitigation) Even so, there can be thousands of possible domains generated per day; this makes it impractical for defenders to preemptively register all possible C2 domains due to the cost."
M1031,Network Intrusion Prevention,mitigation,mitigates,T1568,Dynamic Resolution,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Malware researchers can reverse engineer malware variants that use dynamic resolution and determine future C2 infrastructure that the malware will attempt to contact, but this is a time and resource intensive effort.(Citation: Cybereason Dissecting DGAs)(Citation: Cisco Umbrella DGA Brute Force)"
M1031,Network Intrusion Prevention,mitigation,mitigates,T1573,Encrypted Channel,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1048,Exfiltration Over Alternative Protocol,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,mitigation,mitigates,T1041,Exfiltration Over C2 Channel,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool command and control signatures over time or construct protocols in such a way to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,mitigation,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,mitigation,mitigates,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,mitigation,mitigates,T1090.002,External Proxy,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,mitigation,mitigates,T1008,Fallback Channels,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,mitigation,mitigates,T1071.002,File Transfer Protocols,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,mitigation,mitigates,T1105,Ingress Tool Transfer,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware or unusual data transfer over known protocols like FTP can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,mitigation,mitigates,T1090.001,Internal Proxy,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,mitigation,mitigates,T1001.001,Junk Data,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level. 
M1031,Network Intrusion Prevention,mitigation,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,technique,Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1570,Lateral Tool Transfer,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware or unusual data transfer over known tools and protocols like FTP can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. (Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,mitigation,mitigates,T1071.003,Mail Protocols,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,mitigation,mitigates,T1204.003,Malicious Image,technique,Network prevention intrusion systems and systems designed to scan and remove malicious downloads can be used to block activity.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1204.001,Malicious Link,technique,"If a link is being visited by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity."
M1031,Network Intrusion Prevention,mitigation,mitigates,T1104,Multi-Stage Channels,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1602.002,Network Device Configuration Dump,technique,onfigure intrusion prevention devices to detect SNMP queries and commands from unauthorized sources. Create signatures to detect Smart Install (SMI) usage from sources other than trusted director.(Citation: US-CERT TA18-106A Network Infrastructure Devices 2018)
M1031,Network Intrusion Prevention,mitigation,mitigates,T1046,Network Service Discovery,technique,Use network intrusion detection/prevention systems to detect and prevent remote service scans.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1095,Non-Application Layer Protocol,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1132.002,Non-Standard Encoding,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools."
M1031,Network Intrusion Prevention,mitigation,mitigates,T1571,Non-Standard Port,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1102.003,One-Way Communication,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1566,Phishing,technique,Network intrusion prevention systems and systems designed to scan and remove malicious email attachments or links can be used to block activity.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1001.003,Protocol Impersonation,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1572,Protocol Tunneling,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,mitigation,mitigates,T1090,Proxy,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,mitigation,mitigates,T1542.004,ROMMONkit,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific protocols, such as TFTP, can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific technique used by a particular adversary or tool, and will likely be different across various network configurations.  "
M1031,Network Intrusion Prevention,mitigation,mitigates,T1219,Remote Access Software,technique,Network intrusion detection and prevention systems that use network signatures may be able to prevent traffic to remote access services.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1602.001,SNMP (MIB Dump),technique,Configure intrusion prevention devices to detect SNMP queries and commands from unauthorized sources.(Citation: US-CERT-TA18-106A)
M1031,Network Intrusion Prevention,mitigation,mitigates,T1029,Scheduled Transfer,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool command and control signatures over time or construct protocols in such a way to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,mitigation,mitigates,T1566.001,Spearphishing Attachment,technique,Network intrusion prevention systems and systems designed to scan and remove malicious email attachments can be used to block activity.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1132.001,Standard Encoding,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools."
M1031,Network Intrusion Prevention,mitigation,mitigates,T1001.002,Steganography,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level. 
M1031,Network Intrusion Prevention,mitigation,mitigates,T1573.001,Symmetric Cryptography,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,mitigation,mitigates,T1542.005,TFTP Boot,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific protocols, such as TFTP, can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific technique used by a particular adversary or tool, and will likely be different across various network configurations. "
M1031,Network Intrusion Prevention,mitigation,mitigates,T1221,Template Injection,technique,"Network/Host intrusion prevention systems, antivirus, and detonation chambers can be employed to prevent documents from fetching and/or executing malicious payloads.(Citation: Anomali Template Injection MAR 2018)"
M1031,Network Intrusion Prevention,mitigation,mitigates,T1204,User Execution,technique,"If a link is being visited by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity."
M1031,Network Intrusion Prevention,mitigation,mitigates,T1071.001,Web Protocols,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,mitigation,mitigates,T1102,Web Service,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1030,Network Segmentation,mitigation,mitigates,T1098,Account Manipulation,technique,Configure access controls and firewalls to limit access to critical systems and domain controllers. Most cloud environments support separate virtual private cloud (VPC) instances that enable further segmentation of cloud systems.
M1030,Network Segmentation,mitigation,mitigates,T1098.001,Additional Cloud Credentials,technique,Configure access controls and firewalls to limit access to critical systems and domain controllers. Most cloud environments support separate virtual private cloud (VPC) instances that enable further segmentation of cloud systems.
M1030,Network Segmentation,mitigation,mitigates,T1557,Adversary-in-the-Middle,technique,"Network segmentation can be used to isolate infrastructure components that do not require broad network access. This may mitigate, or at least alleviate, the scope of AiTM activity."
M1030,Network Segmentation,mitigation,mitigates,T1612,Build Image on Host,technique,"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
M1030,Network Segmentation,mitigation,mitigates,T1136.003,Cloud Account,technique,Configure access controls and firewalls to limit access to critical systems and domain controllers. Most cloud environments support separate virtual private cloud (VPC) instances that enable further segmentation of cloud systems.
M1030,Network Segmentation,mitigation,mitigates,T1552.007,Container API,technique,"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
M1030,Network Segmentation,mitigation,mitigates,T1613,Container and Resource Discovery,technique,"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
M1030,Network Segmentation,mitigation,mitigates,T1136,Create Account,technique,Configure access controls and firewalls to limit access to domain controllers and systems used to create and manage accounts.
M1030,Network Segmentation,mitigation,mitigates,T1565,Data Manipulation,technique,Identify critical business and system processes that may be targeted by adversaries and work to isolate and secure those systems against unauthorized access and tampering.
M1030,Network Segmentation,mitigation,mitigates,T1602,Data from Configuration Repository,technique,Segregate SNMP traffic on a separate management network.(Citation: US-CERT TA17-156A SNMP Abuse 2017)
M1030,Network Segmentation,mitigation,mitigates,T1610,Deploy Container,technique,"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
M1030,Network Segmentation,mitigation,mitigates,T1021.003,Distributed Component Object Model,technique,"Enable Windows firewall, which prevents DCOM instantiation by default."
M1030,Network Segmentation,mitigation,mitigates,T1136.002,Domain Account,technique,Configure access controls and firewalls to limit access to domain controllers and systems used to create and manage accounts.
M1030,Network Segmentation,mitigation,mitigates,T1482,Domain Trust Discovery,technique,Employ network segmentation for sensitive domains.(Citation: Harmj0y Domain Trusts).
M1030,Network Segmentation,mitigation,mitigates,T1048,Exfiltration Over Alternative Protocol,technique,Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network.(Citation: TechNet Firewall Design)
M1030,Network Segmentation,mitigation,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,technique,Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network.(Citation: TechNet Firewall Design)
M1030,Network Segmentation,mitigation,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,technique,Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network.(Citation: TechNet Firewall Design)
M1030,Network Segmentation,mitigation,mitigates,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,technique,Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network.(Citation: TechNet Firewall Design)
M1030,Network Segmentation,mitigation,mitigates,T1190,Exploit Public-Facing Application,technique,Segment externally facing servers and services from the rest of the network with a DMZ or on separate hosting infrastructure.
M1030,Network Segmentation,mitigation,mitigates,T1210,Exploitation of Remote Services,technique,Segment networks and systems appropriately to reduce access to critical systems and services to controlled methods.
M1030,Network Segmentation,mitigation,mitigates,T1133,External Remote Services,technique,"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
M1030,Network Segmentation,mitigation,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,technique,"Network segmentation can be used to isolate infrastructure components that do not require broad network access. This may mitigate, or at least alleviate, the scope of AiTM activity."
M1030,Network Segmentation,mitigation,mitigates,T1602.002,Network Device Configuration Dump,technique,Segregate SNMP traffic on a separate management network.(Citation: US-CERT TA17-156A SNMP Abuse 2017) 
M1030,Network Segmentation,mitigation,mitigates,T1046,Network Service Discovery,technique,Ensure proper network segmentation is followed to protect critical servers and devices.
M1030,Network Segmentation,mitigation,mitigates,T1095,Non-Application Layer Protocol,technique,Properly configure firewalls and proxies to limit outgoing traffic to only necessary ports and through proper network gateway systems. Also ensure hosts are only provisioned to communicate over authorized interfaces.
M1030,Network Segmentation,mitigation,mitigates,T1571,Non-Standard Port,technique,Properly configure firewalls and proxies to limit outgoing traffic to only necessary ports for that particular network segment.
M1030,Network Segmentation,mitigation,mitigates,T1563.002,RDP Hijacking,technique,Enable firewall rules to block RDP traffic between network security zones within a network.
M1030,Network Segmentation,mitigation,mitigates,T1021.001,Remote Desktop Protocol,technique,Do not leave RDP accessible from the internet. Enable firewall rules to block RDP traffic between network security zones within a network.
M1030,Network Segmentation,mitigation,mitigates,T1563,Remote Service Session Hijacking,technique,Enable firewall rules to block unnecessary traffic between network security zones within a network.
M1030,Network Segmentation,mitigation,mitigates,T1565.003,Runtime Data Manipulation,technique,Identify critical business and system processes that may be targeted by adversaries and work to isolate and secure those systems against unauthorized access and tampering.
M1030,Network Segmentation,mitigation,mitigates,T1602.001,SNMP (MIB Dump),technique,Segregate SNMP traffic on a separate management network.(Citation: US-CERT TA17-156A SNMP Abuse 2017)
M1030,Network Segmentation,mitigation,mitigates,T1489,Service Stop,technique,"Operate intrusion detection, analysis, and response systems on a separate network from the production environment to lessen the chances that an adversary can see and interfere with critical response functions."
M1030,Network Segmentation,mitigation,mitigates,T1072,Software Deployment Tools,technique,Ensure proper system isolation for critical network systems through use of firewalls.
M1030,Network Segmentation,mitigation,mitigates,T1199,Trusted Relationship,technique,Network segmentation can be used to isolate infrastructure components that do not require broad network access.
M1030,Network Segmentation,mitigation,mitigates,T1021.006,Windows Remote Management,technique,"If the service is necessary, lock down critical enclaves with separate WinRM infrastructure and follow WinRM best practices on use of host firewalls to restrict WinRM access to allow communication only to/from specific devices.(Citation: NSA Spotting)"
M1028,Operating System Configuration,mitigation,mitigates,T1548,Abuse Elevation Control Mechanism,technique,"Applications with known vulnerabilities or known shell escapes should not have the setuid or setgid bits set to reduce potential damage if an application is compromised. Additionally, the number of programs with setuid or setgid bits set should be minimized across a system. Ensuring that the sudo tty_tickets setting is enabled will prevent this leakage across tty sessions."
M1028,Operating System Configuration,mitigation,mitigates,T1546.008,Accessibility Features,technique,"To use this technique remotely, an adversary must use it in conjunction with RDP. Ensure that Network Level Authentication is enabled to force the remote desktop session to authenticate before the session is created and the login screen displayed. It is enabled by default on Windows Vista and later.(Citation: TechNet RDP NLA)"
M1028,Operating System Configuration,mitigation,mitigates,T1087,Account Discovery,technique,Prevent administrator accounts from being enumerated when an application is elevating through UAC since it can lead to the disclosure of account names. The Registry key is located <code>HKLM\ SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI\EnumerateAdministrators</code>. It can be disabled through GPO: Computer Configuration > [Policies] > Administrative Templates > Windows Components > Credential User Interface: E numerate administrator accounts on elevation. (Citation: UCF STIG Elevation Account Enumeration)
M1028,Operating System Configuration,mitigation,mitigates,T1098,Account Manipulation,technique,"Protect domain controllers by ensuring proper security configuration for critical servers to limit access by potentially unnecessary protocols and services, such as SMB file sharing."
M1028,Operating System Configuration,mitigation,mitigates,T1053.002,At,technique,"Configure settings for scheduled tasks to force tasks to run under the context of the authenticated account instead of allowing them to run as SYSTEM. The associated Registry key is located at <code>HKLM\SYSTEM\CurrentControlSet\Control\Lsa\SubmitControl</code>. The setting can be configured through GPO: Computer Configuration > [Policies] > Windows Settings > Security Settings > Local Policies > Security Options: Domain Controller: Allow server operators to schedule tasks, set to disabled. (Citation: TechNet Server Operator Scheduled Task) "
M1028,Operating System Configuration,mitigation,mitigates,T1197,BITS Jobs,technique,"
Consider reducing the default BITS job lifetime in Group Policy or by editing the <code>JobInactivityTimeout</code> and <code>MaxDownloadTime</code> Registry values in <code> HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\BITS</code>.(Citation: Microsoft BITS)"
M1028,Operating System Configuration,mitigation,mitigates,T1552.003,Bash History,technique,"There are multiple methods of preventing a user's command history from being flushed to their .bash_history file, including use of the following commands:
<code>set +o history</code> and <code>set -o history</code> to start logging again;
<code>unset HISTFILE</code> being added to a user's .bash_rc file; and
<code>ln -s /dev/null ~/.bash_history</code> to write commands to <code>/dev/null</code>instead."
M1028,Operating System Configuration,mitigation,mitigates,T1003.005,Cached Domain Credentials,technique,Consider limiting the number of cached credentials (HKLM\SOFTWARE\Microsoft\Windows NT\Current Version\Winlogon\cachedlogonscountvalue)(Citation: Tilbury Windows Credentials)
M1028,Operating System Configuration,mitigation,mitigates,T1092,Communication Through Removable Media,technique,Disallow or restrict removable media at an organizational policy level if they are not required for business operations.(Citation: TechNet Removable Media Control)
M1028,Operating System Configuration,mitigation,mitigates,T1136,Create Account,technique,Protect domain controllers by ensuring proper security configuration for critical servers.
M1028,Operating System Configuration,mitigation,mitigates,T1543,Create or Modify System Process,technique,Ensure that Driver Signature Enforcement is enabled to restrict unsigned drivers from being installed. 
M1028,Operating System Configuration,mitigation,mitigates,T1136.002,Domain Account,technique,Protect domain controllers by ensuring proper security configuration for critical servers.
M1028,Operating System Configuration,mitigation,mitigates,T1087.002,Domain Account,technique,Prevent administrator accounts from being enumerated when an application is elevating through UAC since it can lead to the disclosure of account names. The Registry key is located at <code>HKLM\ SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI\EnumerateAdministrators</code>. It can be disabled through GPO: Computer Configuration > [Policies] > Administrative Templates > Windows Components > Credential User Interface: Enumerate administrator accounts on elevation.(Citation: UCF STIG Elevation Account Enumeration)
M1028,Operating System Configuration,mitigation,mitigates,T1036.007,Double File Extension,technique,Disable the default to “hide file extensions for known file types” in Windows OS.(Citation: Seqrite DoubleExtension)(Citation: HowToGeek ShowExtension)
M1028,Operating System Configuration,mitigation,mitigates,T1574.006,Dynamic Linker Hijacking,technique,"When System Integrity Protection (SIP) is enabled in macOS, the aforementioned environment variables are ignored when executing protected binaries. Third-party applications can also leverage Apple’s Hardened Runtime, ensuring these environment variables are subject to imposed restrictions.(Citation: Apple Developer Doco Hardened Runtime) Admins can add restrictions to applications by setting the setuid and/or setgid bits, use entitlements, or have a __RESTRICT segment in the Mach-O binary."
M1028,Operating System Configuration,mitigation,mitigates,T1011.001,Exfiltration Over Bluetooth,technique,Prevent the creation of new network adapters where possible.
M1028,Operating System Configuration,mitigation,mitigates,T1011,Exfiltration Over Other Network Medium,technique,Prevent the creation of new network adapters where possible.(Citation: Microsoft GPO Bluetooth FEB 2009)(Citation: TechRepublic Wireless GPO FEB 2009)
M1028,Operating System Configuration,mitigation,mitigates,T1564.002,Hidden Users,technique,"If the computer is domain joined, then group policy can help restrict the ability to create or hide users. Similarly, preventing the modification of the <code>/Library/Preferences/com.apple.loginwindow</code> <code>Hide500Users</code> value will force all users to be visible."
M1028,Operating System Configuration,mitigation,mitigates,T1562.003,Impair Command History Logging,technique,Make sure that the <code>HISTCONTROL</code> environment variable is set to “ignoredups” instead of “ignoreboth” or “ignorespace”.
M1028,Operating System Configuration,mitigation,mitigates,T1490,Inhibit System Recovery,technique,Consider technical controls to prevent the disabling of services or deletion of files involved in system recovery. 
M1028,Operating System Configuration,mitigation,mitigates,T1553.004,Install Root Certificate,technique,Windows Group Policy can be used to manage root certificates and the <code>Flags</code> value of <code>HKLM\\SOFTWARE\\Policies\\Microsoft\\SystemCertificates\\Root\\ProtectedRoots</code> can be set to 1 to prevent non-administrator users from making further root installations into their own HKCU certificate store. (Citation: SpectorOps Code Signing Dec 2017)
M1028,Operating System Configuration,mitigation,mitigates,T1003.001,LSASS Memory,technique,Consider disabling or restricting NTLM.(Citation: Microsoft Disable NTLM Nov 2012) Consider disabling WDigest authentication.(Citation: Microsoft WDigest Mit)
M1028,Operating System Configuration,mitigation,mitigates,T1087.001,Local Account,technique,Prevent administrator accounts from being enumerated when an application is elevating through UAC since it can lead to the disclosure of account names. The Registry key is located at <code>HKLM\ SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI\EnumerateAdministrators</code>. It can be disabled through GPO: Computer Configuration > [Policies] > Administrative Templates > Windows Components > Credential User Interface: Enumerate administrator accounts on elevation.(Citation: UCF STIG Elevation Account Enumeration)
M1028,Operating System Configuration,mitigation,mitigates,T1556,Modify Authentication Process,technique,Ensure only valid password filters are registered. Filter DLLs must be present in Windows installation directory (C:\Windows\System32\ by default) of a domain controller and/or local computer with a corresponding entry in HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\Notification Packages. 
M1028,Operating System Configuration,mitigation,mitigates,T1135,Network Share Discovery,technique,Enable Windows Group Policy “Do Not Allow Anonymous Enumeration of SAM Accounts and Shares” security setting to limit users who can enumerate network shares.(Citation: Windows Anonymous Enumeration of SAM Accounts)
M1028,Operating System Configuration,mitigation,mitigates,T1003,OS Credential Dumping,technique,"
Consider disabling or restricting NTLM.(Citation: Microsoft Disable NTLM Nov 2012) Consider disabling WDigest authentication.(Citation: Microsoft WDigest Mit)"
M1028,Operating System Configuration,mitigation,mitigates,T1556.002,Password Filter DLL,technique,Ensure only valid password filters are registered. Filter DLLs must be present in Windows installation directory (C:\Windows\System32\ by default) of a domain controller and/or local computer with a corresponding entry in HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\Notification Packages.
M1028,Operating System Configuration,mitigation,mitigates,T1563.002,RDP Hijacking,technique,Change GPOs to define shorter timeouts sessions and maximum amount of time any single session can be active. Change GPOs to specify the maximum amount of time that a disconnected session stays active on the RD session host server.(Citation: Windows RDP Sessions)
M1028,Operating System Configuration,mitigation,mitigates,T1021.001,Remote Desktop Protocol,technique,Change GPOs to define shorter timeouts sessions and maximum amount of time any single session can be active. Change GPOs to specify the maximum amount of time that a disconnected session stays active on the RD session host server.(Citation: Windows RDP Sessions)
M1028,Operating System Configuration,mitigation,mitigates,T1053.005,Scheduled Task,technique,"Configure settings for scheduled tasks to force tasks to run under the context of the authenticated account instead of allowing them to run as SYSTEM. The associated Registry key is located at HKLM\SYSTEM\CurrentControlSet\Control\Lsa\SubmitControl. The setting can be configured through GPO: Computer Configuration > [Policies] > Windows Settings > Security Settings > Local Policies > Security Options: Domain Controller: Allow server operators to schedule tasks, set to disabled. (Citation: TechNet Server Operator Scheduled Task)"
M1028,Operating System Configuration,mitigation,mitigates,T1053,Scheduled Task/Job,technique,"Configure settings for scheduled tasks to force tasks to run under the context of the authenticated account instead of allowing them to run as SYSTEM. The associated Registry key is located at <code>HKLM\SYSTEM\CurrentControlSet\Control\Lsa\SubmitControl</code>. The setting can be configured through GPO: Computer Configuration > [Policies] > Windows Settings > Security Settings > Local Policies > Security Options: Domain Controller: Allow server operators to schedule tasks, set to disabled. (Citation: TechNet Server Operator Scheduled Task)"
M1028,Operating System Configuration,mitigation,mitigates,T1003.002,Security Account Manager,technique,Consider disabling or restricting NTLM.(Citation: Microsoft Disable NTLM Nov 2012)
